
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
88:1D:FC:91:16:7F, 2019-11-25 17:14:31, 2019-11-25 17:21:24, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:82:A0, 2019-11-25 17:14:31, 2019-11-25 17:21:24, 11,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
84:3D:C6:37:3A:30, 2019-11-25 17:16:31, 2019-11-25 17:20:50, 11,  -1, OPN, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
64:F6:9D:5B:C5:00, 2019-11-25 17:19:36, 2019-11-25 17:20:11, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
70:6B:B9:89:DC:80, 2019-11-25 17:19:25, 2019-11-25 17:19:25, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:A6:CA:29:BA:20, 2019-11-25 17:18:23, 2019-11-25 17:18:23, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
C8:60:00:B1:3D:CC, 2019-11-25 17:16:59, 2019-11-25 17:17:28, 11,  -1, WPA, ,   ,  -1,        0,       41,   0.  0.  0.  0,   0, , 
88:1D:FC:88:62:20, 2019-11-25 17:15:53, 2019-11-25 17:16:00, 11,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:89:CF, 2019-11-25 17:14:22, 2019-11-25 17:16:41, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
FC:5B:39:AE:06:E0, 2019-11-25 17:17:30, 2019-11-25 17:18:09, 11,  -1, OPN, ,   ,  -1,        0,        8,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:2D:C0, 2019-11-25 17:18:31, 2019-11-25 17:18:31, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
74:D2:1D:C3:23:70, 2019-11-25 17:16:48, 2019-11-25 17:20:17, 11,  65, WPA2, CCMP, PSK, -78,       13,        2,   0.  0.  0.  0,  19, HUAWEI Mate 10 lite, 
6C:FA:89:16:F4:50, 2019-11-25 17:20:19, 2019-11-25 17:20:19, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:F7:19:48:C8:80, 2019-11-25 17:20:30, 2019-11-25 17:20:30, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
84:3D:C6:37:3A:3F, 2019-11-25 17:16:27, 2019-11-25 17:20:57, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:1D:FC:91:16:70, 2019-11-25 17:21:20, 2019-11-25 17:21:20, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:31:00, 2019-11-25 17:14:18, 2019-11-25 17:21:50, 11, 130, WPA2, CCMP, MGT, -76,      295,      129,   0.  0.  0.  0,   7, eduroam, 
4A:45:20:D4:2A:B5, 2019-11-25 17:13:10, 2019-11-25 17:21:53, 11, 130, WPA2, CCMP, PSK, -38,     3400,        0,   0.  0.  0.  0,  25, DIRECT-OVNAOCOMPREMHPms5B, 
58:EF:68:B7:23:C1, 2019-11-25 17:07:13, 2019-11-25 17:21:53, 11,  54, WEP, WEP GCMP, OPN, -38,     5364,   155922,   0.  0.  0.  0,   7, SIO_WEP, 
58:EF:68:B7:2B:91, 2019-11-25 17:07:13, 2019-11-25 17:21:53, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -19,     6941,     3583,   0.  0.  0.  0,   7, SIO_WPA, 
DC:F7:19:4D:89:C0, 2019-11-25 17:12:29, 2019-11-25 17:21:36, 11,  -1, OPN, ,   ,  -1,        0,        3,   0.  0.  0.  0,   0, , 
DC:F7:19:3D:57:A0, 2019-11-25 17:09:33, 2019-11-25 17:21:33, 11,  -1, OPN, ,   ,  -1,        0,        5,   0.  0.  0.  0,   0, , 
FC:5B:39:B0:17:00, 2019-11-25 17:11:34, 2019-11-25 17:21:50, 11,  -1, WPA, ,   ,  -1,        0,       71,   0.  0.  0.  0,   7, eduroam, 
74:88:BB:20:C0:E0, 2019-11-25 17:10:19, 2019-11-25 17:21:50, 11,  -1, WPA, ,   ,  -1,        0,      154,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:31:E0, 2019-11-25 17:21:32, 2019-11-25 17:21:32, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
BE:4C:01:52:87:C1, 2019-11-25 17:16:45, 2019-11-25 17:16:45, -49,        2, (not associated) ,
DA:A1:19:85:61:C7, 2019-11-25 17:16:47, 2019-11-25 17:16:47, -51,        1, (not associated) ,
DA:A1:19:73:51:AF, 2019-11-25 17:16:47, 2019-11-25 17:16:47, -52,        2, (not associated) ,
DA:A1:19:E4:D5:D4, 2019-11-25 17:16:47, 2019-11-25 17:16:47, -53,        1, (not associated) ,
64:5A:04:B7:64:74, 2019-11-25 17:16:44, 2019-11-25 17:16:44, -53,        1, (not associated) ,eduroam
DA:A1:19:AC:C4:F2, 2019-11-25 17:16:48, 2019-11-25 17:16:48, -57,        1, (not associated) ,
EE:1A:D4:8D:0D:2C, 2019-11-25 17:16:47, 2019-11-25 17:16:47, -59,        1, (not associated) ,
DA:A1:19:95:D8:31, 2019-11-25 17:16:46, 2019-11-25 17:16:46, -59,        5, (not associated) ,
9E:EF:E1:50:64:8C, 2019-11-25 17:16:47, 2019-11-25 17:16:47, -61,        5, (not associated) ,
DA:A1:19:50:B0:42, 2019-11-25 17:16:35, 2019-11-25 17:16:35, -57,        1, (not associated) ,
88:E9:FE:62:88:F5, 2019-11-25 17:16:09, 2019-11-25 17:16:34, -57,        9, (not associated) ,
DA:A1:19:9D:24:BF, 2019-11-25 17:16:24, 2019-11-25 17:16:24, -37,        8, (not associated) ,LEDnetB80319
BA:C3:85:03:02:12, 2019-11-25 17:16:24, 2019-11-25 17:16:24, -45,        3, (not associated) ,
2A:11:34:6A:C5:F3, 2019-11-25 17:16:22, 2019-11-25 17:16:22, -47,        1, (not associated) ,
A6:D9:A6:C6:45:96, 2019-11-25 17:16:20, 2019-11-25 17:16:20, -53,        2, (not associated) ,
B4:F1:DA:B8:22:84, 2019-11-25 17:14:29, 2019-11-25 17:16:24, -55,        5, (not associated) ,
C8:21:58:69:6C:B6, 2019-11-25 17:15:57, 2019-11-25 17:16:09,  -7,     1079, 58:EF:68:B7:23:C1,
DA:A1:19:1B:70:76, 2019-11-25 17:16:09, 2019-11-25 17:16:09, -39,        5, (not associated) ,eduroam
DA:A1:19:85:6C:E9, 2019-11-25 17:16:10, 2019-11-25 17:16:10, -46,        1, (not associated) ,eduroam
F2:89:25:CC:0A:32, 2019-11-25 17:16:08, 2019-11-25 17:16:08, -53,        1, (not associated) ,
00:28:F8:92:C1:79, 2019-11-25 17:15:01, 2019-11-25 17:16:07, -65,        3, (not associated) ,eduroam
DA:A1:19:1C:A2:56, 2019-11-25 17:16:00, 2019-11-25 17:16:00, -43,        5, (not associated) ,eduroam
DA:A1:19:68:E5:E7, 2019-11-25 17:15:57, 2019-11-25 17:15:57, -55,        4, (not associated) ,
3C:2E:FF:5A:1E:96, 2019-11-25 17:15:53, 2019-11-25 17:16:00, -74,       32, 88:1D:FC:88:62:20,
E8:50:8B:C6:92:83, 2019-11-25 17:15:43, 2019-11-25 17:15:43,  -1,        1, DC:F7:19:4D:31:00,
DA:A1:19:B6:BB:48, 2019-11-25 17:15:44, 2019-11-25 17:15:44, -51,        1, (not associated) ,
DA:A1:19:3B:96:19, 2019-11-25 17:15:44, 2019-11-25 17:15:44, -55,        1, (not associated) ,
2A:1F:5E:2D:31:B8, 2019-11-25 17:15:34, 2019-11-25 17:15:34, -35,        9, (not associated) ,
DA:A1:19:8C:86:7F, 2019-11-25 17:15:32, 2019-11-25 17:15:33, -43,        5, (not associated) ,
DA:A1:19:83:D4:3E, 2019-11-25 17:15:35, 2019-11-25 17:15:35, -61,        1, (not associated) ,
DA:A1:19:3E:78:2C, 2019-11-25 17:15:33, 2019-11-25 17:15:33, -74,        1, (not associated) ,eduroam
00:FF:B7:4A:0E:64, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:EA:C2:0A:6F:96, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:78:3D:83:3C:6F, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:4B:C7:9F:38:B9, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:21:A2:5A:D8:ED, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:26:49:66:48:0B, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:47:B4:0E:AD:FB, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:86:9B:85:D4:F5, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:04:CA:C3:32:67, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:EF:B2:ED:F2:D9, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:5A:4F:B7:4B:F1, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:9C:6B:21:C1:BB, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:E0:19:66:47:18, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:69:1E:4E:5A:C2, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:D8:EA:2D:9D:C2, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:67:FC:03:27:17, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:8D:FC:F1:A2:38, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:24:09:25:4F:38, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:BE:A3:67:FF:36, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:81:8B:F1:A4:92, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:C2:16:C5:D8:3B, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:5A:CB:C0:1A:D5, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:AC:B8:14:3C:76, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:0A:EF:2B:2F:68, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:FF:D5:40:92:BD, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:B3:B6:23:06:CD, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:FC:F0:16:25:BC, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:8F:4A:C0:0A:02, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:89:AC:8F:BD:46, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:5D:6D:24:78:81, 2019-11-25 17:15:23, 2019-11-25 17:15:23,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:CE:73:93:E8:CA, 2019-11-25 17:15:22, 2019-11-25 17:15:22,   0,        2, (not associated) ,
00:91:67:53:17:DB, 2019-11-25 17:15:22, 2019-11-25 17:15:22,   0,        2, (not associated) ,
00:E6:14:29:CC:9D, 2019-11-25 17:15:21, 2019-11-25 17:15:21,   0,        2, (not associated) ,
DA:A1:19:86:EA:7C, 2019-11-25 17:15:19, 2019-11-25 17:15:19, -48,        2, (not associated) ,eduroam
DA:A1:19:C6:66:0C, 2019-11-25 17:15:21, 2019-11-25 17:15:21, -57,        2, (not associated) ,
DA:A1:19:BD:1E:F7, 2019-11-25 17:15:21, 2019-11-25 17:15:21, -59,        2, (not associated) ,eduroam
DA:A1:19:33:2D:A3, 2019-11-25 17:15:22, 2019-11-25 17:15:22, -61,        1, (not associated) ,
04:79:70:F8:E6:79, 2019-11-25 17:15:11, 2019-11-25 17:15:11,  -1,        1, DC:F7:19:4D:31:00,
DA:A1:19:5A:12:6F, 2019-11-25 17:15:11, 2019-11-25 17:15:12, -57,        2, (not associated) ,
DA:A1:19:25:92:25, 2019-11-25 17:15:00, 2019-11-25 17:15:00, -63,        1, (not associated) ,
DA:A1:19:96:85:8D, 2019-11-25 17:14:36, 2019-11-25 17:14:36, -37,        2, (not associated) ,
DA:A1:19:6F:73:1A, 2019-11-25 17:14:35, 2019-11-25 17:14:36, -43,        9, (not associated) ,
4C:DD:31:CA:93:50, 2019-11-25 17:14:20, 2019-11-25 17:14:32, -45,        3, (not associated) ,eduroam
BA:C3:85:9D:9B:8B, 2019-11-25 17:14:32, 2019-11-25 17:14:32, -51,        3, (not associated) ,
F8:16:54:02:ED:88, 2019-11-25 17:14:32, 2019-11-25 17:14:32, -53,        2, (not associated) ,eduroam
DA:A1:19:AB:9E:EC, 2019-11-25 17:14:31, 2019-11-25 17:14:31, -53,        1, (not associated) ,
DA:A1:19:63:AA:93, 2019-11-25 17:14:36, 2019-11-25 17:14:36, -55,        2, (not associated) ,
DA:A1:19:60:91:B5, 2019-11-25 17:14:35, 2019-11-25 17:14:35, -61,        1, (not associated) ,
88:B1:11:20:A2:C4, 2019-11-25 17:07:13, 2019-11-25 17:14:10, -37,   122319, 58:EF:68:B7:23:C1,
88:9F:6F:64:FF:B0, 2019-11-25 17:14:10, 2019-11-25 17:14:10, -73,        1, (not associated) ,eduroam
DA:A1:19:3D:FA:AE, 2019-11-25 17:13:36, 2019-11-25 17:13:36, -42,        1, (not associated) ,eduroam
00:28:F8:A1:1C:10, 2019-11-25 17:12:49, 2019-11-25 17:13:08, -57,        2, (not associated) ,
DA:A1:19:A3:EF:3A, 2019-11-25 17:12:33, 2019-11-25 17:12:33, -47,        3, (not associated) ,PUZZLE,MEO-99C676
DA:A1:19:19:04:E2, 2019-11-25 17:12:34, 2019-11-25 17:12:34, -53,        1, (not associated) ,
DA:A1:19:59:FA:E5, 2019-11-25 17:12:34, 2019-11-25 17:12:34, -59,        1, (not associated) ,
24:18:1D:E6:74:B9, 2019-11-25 17:11:11, 2019-11-25 17:11:33, -43,        5, (not associated) ,
DA:A1:19:B5:7D:0D, 2019-11-25 17:11:31, 2019-11-25 17:11:31, -45,        1, (not associated) ,
54:B1:21:4F:F5:37, 2019-11-25 17:11:34, 2019-11-25 17:11:34, -69,        1, FC:5B:39:B0:17:00,
34:F3:9A:A3:76:27, 2019-11-25 17:09:37, 2019-11-25 17:10:59, -21,        6, (not associated) ,eduroam
9A:6F:C7:39:F3:20, 2019-11-25 17:09:55, 2019-11-25 17:09:55, -31,        3, (not associated) ,
A8:9C:ED:C2:7A:3A, 2019-11-25 17:09:48, 2019-11-25 17:09:48, -23,        1, (not associated) ,
1A:B5:89:63:66:81, 2019-11-25 17:09:23, 2019-11-25 17:09:24, -31,        2, (not associated) ,
92:B2:AC:EC:D7:B8, 2019-11-25 17:09:09, 2019-11-25 17:09:09, -29,        2, (not associated) ,
3A:C1:D9:88:F8:EA, 2019-11-25 17:09:11, 2019-11-25 17:09:11, -43,        2, (not associated) ,
DA:A1:19:50:45:11, 2019-11-25 17:08:34, 2019-11-25 17:08:34, -27,        1, (not associated) ,
DA:A1:19:48:E5:04, 2019-11-25 17:08:00, 2019-11-25 17:08:00, -39,        1, (not associated) ,
82:3B:65:3B:7B:FD, 2019-11-25 17:07:46, 2019-11-25 17:07:46, -47,        1, (not associated) ,
B6:48:4C:B0:46:A1, 2019-11-25 17:07:36, 2019-11-25 17:07:36, -37,        1, (not associated) ,
2E:D6:D7:38:70:EB, 2019-11-25 17:07:21, 2019-11-25 17:07:21, -29,        1, (not associated) ,
42:0D:65:60:C2:7E, 2019-11-25 17:07:29, 2019-11-25 17:07:29, -33,        1, (not associated) ,
BA:C3:85:A8:97:96, 2019-11-25 17:08:26, 2019-11-25 17:08:26, -55,        1, (not associated) ,
DA:A1:19:96:DF:FE, 2019-11-25 17:08:53, 2019-11-25 17:08:53, -19,        4, (not associated) ,
2A:FE:2D:F2:D8:3D, 2019-11-25 17:09:03, 2019-11-25 17:09:03, -41,        3, (not associated) ,
D0:57:7B:D5:2E:48, 2019-11-25 17:07:13, 2019-11-25 17:10:03, -37,    18714, 58:EF:68:B7:23:C1,
BA:C3:85:60:50:4E, 2019-11-25 17:10:29, 2019-11-25 17:10:29, -53,        1, (not associated) ,
DA:A1:19:46:37:07, 2019-11-25 17:10:25, 2019-11-25 17:10:25, -39,        1, (not associated) ,
CC:61:E5:C5:2B:DD, 2019-11-25 17:11:16, 2019-11-25 17:11:16, -68,        1, (not associated) ,eduroam
DA:A1:19:91:A9:25, 2019-11-25 17:11:42, 2019-11-25 17:11:42, -29,        1, (not associated) ,
DA:A1:19:0C:BF:4F, 2019-11-25 17:12:01, 2019-11-25 17:12:01, -25,        2, (not associated) ,
7A:35:63:D7:75:7C, 2019-11-25 17:12:52, 2019-11-25 17:12:52, -57,        1, (not associated) ,
DA:A1:19:D7:57:EB, 2019-11-25 17:12:53, 2019-11-25 17:12:53, -31,        7, (not associated) ,NOWO-D396E,Restaurante Aquario,Vodafone-E72607,RESIDENCIAL SANTA JOANA,Fanepao_88
FE:76:68:60:DD:92, 2019-11-25 17:13:01, 2019-11-25 17:13:01, -69,        1, (not associated) ,
00:FA:21:29:AB:40, 2019-11-25 17:09:04, 2019-11-25 17:13:05, -51,       20, (not associated) ,eduroam
DA:A1:19:9C:CF:83, 2019-11-25 17:13:13, 2019-11-25 17:13:13, -44,        1, (not associated) ,eduroam
DA:A1:19:5D:84:4F, 2019-11-25 17:14:01, 2019-11-25 17:14:01, -37,        2, (not associated) ,LEDnetB80319
1A:E1:AE:EE:8B:9E, 2019-11-25 17:14:14, 2019-11-25 17:14:14, -51,        2, (not associated) ,
DA:A1:19:47:67:A1, 2019-11-25 17:14:26, 2019-11-25 17:14:26, -67,        1, (not associated) ,
DA:A1:19:8C:64:2B, 2019-11-25 17:14:41, 2019-11-25 17:14:41, -53,        1, (not associated) ,
DA:A1:19:83:25:AD, 2019-11-25 17:14:37, 2019-11-25 17:14:37, -49,        1, (not associated) ,eduroam
DA:A1:19:A1:D8:F6, 2019-11-25 17:14:41, 2019-11-25 17:14:41, -47,        1, (not associated) ,
DA:A1:19:F9:E6:40, 2019-11-25 17:14:41, 2019-11-25 17:14:41, -47,        1, (not associated) ,
DA:A1:19:D7:CE:A8, 2019-11-25 17:14:41, 2019-11-25 17:14:41, -36,        1, (not associated) ,eduroam
DA:A1:19:10:DF:7C, 2019-11-25 17:15:01, 2019-11-25 17:15:01, -65,        1, (not associated) ,
48:13:7E:FC:69:9B, 2019-11-25 17:15:04, 2019-11-25 17:15:04, -61,        1, (not associated) ,eduroam
94:E9:79:B9:D9:4F, 2019-11-25 17:10:24, 2019-11-25 17:15:03,   0,     4458, 58:EF:68:B7:23:C1,
DA:A1:19:B2:BE:89, 2019-11-25 17:15:17, 2019-11-25 17:15:17, -63,        1, (not associated) ,
86:0C:19:65:56:0F, 2019-11-25 17:15:13, 2019-11-25 17:15:13, -61,        1, (not associated) ,
92:49:E5:47:96:C9, 2019-11-25 17:15:15, 2019-11-25 17:15:15, -31,        4, (not associated) ,
00:2D:B9:8D:DB:26, 2019-11-25 17:15:15, 2019-11-25 17:15:15,   0,        2, (not associated) ,
00:80:4C:1E:ED:9F, 2019-11-25 17:15:15, 2019-11-25 17:15:15,   0,        2, (not associated) ,
00:3E:D7:64:E1:7C, 2019-11-25 17:15:16, 2019-11-25 17:15:16,   0,        2, (not associated) ,
00:5D:3E:FC:C2:53, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:05:61:12:F5:AF, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:6A:28:C2:CD:30, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:08:FA:EA:95:D5, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:10:15:21:2F:02, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:C0:6D:D9:24:4E, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:56:81:8C:52:43, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:E0:57:A5:F2:4C, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:54:5C:74:17:29, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:A4:1F:24:8E:B4, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:F9:9F:C9:1B:CE, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:CC:DB:3B:A5:00, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:89:FB:81:16:4D, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:C5:F6:A4:6A:E8, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:F0:BE:45:64:D5, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:6E:09:F4:92:97, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:A8:8C:36:72:A7, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:04:3E:82:3F:E3, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:82:C9:DF:04:DF, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:2C:C9:D5:D1:33, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:BD:C1:F1:02:26, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:C7:71:2F:BB:03, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:C6:64:8F:FD:D6, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:36:01:14:B9:41, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:F7:3B:0A:D6:3F, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:E9:03:08:BE:D4, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:3B:7B:95:2D:7E, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:BB:F4:EF:EA:AF, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:F2:B1:13:82:AE, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
00:E9:B8:AF:FD:71, 2019-11-25 17:15:17, 2019-11-25 17:15:17,   0,        6, 58:EF:68:B7:23:C1,SIO_WEP
50:E0:85:6C:EF:8B, 2019-11-25 17:15:15, 2019-11-25 17:15:27, -58,       39, (not associated) ,DIRECT-
02:26:BD:D6:E5:59, 2019-11-25 17:15:30, 2019-11-25 17:15:30, -57,        1, (not associated) ,
D4:A3:3D:CC:16:C8, 2019-11-25 17:15:22, 2019-11-25 17:15:27, -45,        2, (not associated) ,eduroam
C8:21:58:8A:FC:B9, 2019-11-25 17:13:29, 2019-11-25 17:15:40, -63,        8, (not associated) ,eduroam
80:A5:89:B3:97:CB, 2019-11-25 17:15:41, 2019-11-25 17:15:41, -63,        1, (not associated) ,eduroam
02:44:1A:2A:F6:93, 2019-11-25 17:15:38, 2019-11-25 17:15:38, -55,        2, (not associated) ,TIM Wi-Fi SIM
DA:A1:19:41:39:ED, 2019-11-25 17:15:42, 2019-11-25 17:15:42, -45,        2, (not associated) ,eduroam
DA:A1:19:A4:49:6F, 2019-11-25 17:15:53, 2019-11-25 17:15:53, -61,        6, (not associated) ,eduroam
88:E9:FE:62:9B:15, 2019-11-25 17:15:53, 2019-11-25 17:15:53, -59,        1, (not associated) ,eduroam
DA:A1:19:8C:FA:B2, 2019-11-25 17:16:03, 2019-11-25 17:16:04, -53,        3, (not associated) ,
C0:BD:C8:E8:1B:AF, 2019-11-25 17:07:22, 2019-11-25 17:16:05, -35,        9, (not associated) ,
02:1A:62:22:44:3E, 2019-11-25 17:16:16, 2019-11-25 17:16:16, -65,        1, (not associated) ,TIM Wi-Fi SIM
DA:89:8B:7C:2A:9A, 2019-11-25 17:16:14, 2019-11-25 17:16:14, -53,        1, (not associated) ,
02:72:49:98:01:55, 2019-11-25 17:16:40, 2019-11-25 17:16:40, -69,        1, (not associated) ,
AA:73:A7:0E:D0:1E, 2019-11-25 17:16:40, 2019-11-25 17:16:40, -57,        1, (not associated) ,
DA:A1:19:42:C5:BB, 2019-11-25 17:16:42, 2019-11-25 17:16:42, -57,       12, (not associated) ,
30:E3:7A:6C:3E:B9, 2019-11-25 17:07:13, 2019-11-25 17:16:42, -47,   156749, 58:EF:68:B7:23:C1,
DA:A1:19:9A:D6:1E, 2019-11-25 17:16:37, 2019-11-25 17:16:37, -31,        5, (not associated) ,
